selector,decision,chosen_policy,evidence_score,tau,false_safe,unsafe_accept,selected_truth_cvar,selected_truth_return,task,family,behavior,seed,scheme,risk_version,budget,mode,target_abstain,common_budget,abstention_rate,accept_rate,reject_rate,abstention_gap,matched,false_safe_denominator
LCB only,ACCEPT,ridge_return_train_only,0.096388112900767,0.1,0,1,0.1680088571428571,-0.0024533333333333,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,17,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a010,-0.0584125099337748,0.1,1,1,0.1683430317460317,0.0116110238095238,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,17,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ACCEPT,risk_adjusted_12,0.16498233560497663,0.1254883632622521,0,0,0.1097871269841269,0.0116177777777777,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,27,block,bootstrap,baseline_linked,paper_natural,0.25,,0.15,0.7,0.15,0.1,True,ACCEPT decisions
Support only,ACCEPT,momentum_12,112.00000000000072,0.1254883632622521,0,1,0.1731354444444444,0.012575119047619,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,27,block,bootstrap,baseline_linked,paper_natural,0.25,,0.15,0.85,0.0,0.1,True,ACCEPT decisions
LCB only,ACCEPT,constant_a070,0.0140333709389623,0.1254883632622521,0,0,0.1054479365079365,0.0110846428571428,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,27,block,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a070,0.022349,0.1254883632622521,0,0,0.1054479365079365,0.0110846428571428,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,27,block,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,constant_a019,12.000000000000004,0.1,0,0,0.1759947619047619,0.0217300714285714,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,27,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.15,0.7083333333333334,0.14166666666666666,0.1,True,ACCEPT decisions
Support only,ACCEPT,momentum_12,112.00000000000072,0.1,0,1,0.1731354444444444,0.012575119047619,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,27,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.15,0.85,0.0,0.1,True,ACCEPT decisions
LCB only,ACCEPT,constant_a070,0.0140333709389623,0.1,1,1,0.1054479365079365,0.0110846428571428,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,27,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a070,0.022349,0.1,1,1,0.1054479365079365,0.0110846428571428,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,27,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,constant_a019,12.000000000000004,0.1254883632622521,0,0,0.1759947619047619,0.0217300714285714,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,27,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.15,0.20833333333333334,0.6416666666666667,0.1,True,ACCEPT decisions
Support only,ACCEPT,momentum_12,112.00000000000072,0.1254883632622521,0,1,0.1731354444444444,0.012575119047619,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,27,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.15,0.85,0.0,0.1,True,ACCEPT decisions
LCB only,ACCEPT,constant_a070,0.0140333709389623,0.1254883632622521,0,0,0.1054479365079365,0.0110846428571428,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,27,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a070,-0.1264065555555555,0.1254883632622521,0,0,0.1054479365079365,0.0110846428571428,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,27,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,constant_a019,12.000000000000004,0.1,0,0,0.1759947619047619,0.0217300714285714,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,27,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.15,0.3416666666666667,0.5083333333333333,0.1,True,ACCEPT decisions
Support only,ACCEPT,momentum_12,112.00000000000072,0.1,0,1,0.1731354444444444,0.012575119047619,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,27,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.15,0.85,0.0,0.1,True,ACCEPT decisions
LCB only,ACCEPT,constant_a070,0.0140333709389623,0.1,0,1,0.1054479365079365,0.0110846428571428,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,27,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a070,-0.1264065555555555,0.1,0,1,0.1054479365079365,0.0110846428571428,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,27,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ACCEPT,risk_adjusted_12,0.16498233560497663,0.1254883632622521,0,0,0.1097871269841269,0.0116177777777777,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,27,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.15,0.7083333333333334,0.14166666666666666,0.1,True,ACCEPT decisions
Support only,ACCEPT,momentum_12,112.00000000000072,0.1254883632622521,0,1,0.1731354444444444,0.012575119047619,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,27,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.15,0.85,0.0,0.1,True,ACCEPT decisions
LCB only,ACCEPT,constant_a070,0.0145315886520476,0.1254883632622521,0,0,0.1054479365079365,0.0110846428571428,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,27,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a090,0.027468,0.1254883632622521,0,0,0.0970310952380952,0.0157183253968253,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,27,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,constant_a019,12.000000000000004,0.1,0,0,0.1759947619047619,0.0217300714285714,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,27,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.15,0.7083333333333334,0.14166666666666666,0.1,True,ACCEPT decisions
Support only,ACCEPT,momentum_12,112.00000000000072,0.1,0,1,0.1731354444444444,0.012575119047619,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,27,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.15,0.85,0.0,0.1,True,ACCEPT decisions
LCB only,ACCEPT,constant_a070,0.0145315886520476,0.1,1,1,0.1054479365079365,0.0110846428571428,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,27,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a090,0.027468,0.1,0,0,0.0970310952380952,0.0157183253968253,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,27,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,constant_a019,12.000000000000004,0.1254883632622521,0,0,0.1759947619047619,0.0217300714285714,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,27,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.15,0.2,0.65,0.1,True,ACCEPT decisions
Support only,ACCEPT,momentum_12,112.00000000000072,0.1254883632622521,0,1,0.1731354444444444,0.012575119047619,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,27,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.15,0.85,0.0,0.1,True,ACCEPT decisions
LCB only,ACCEPT,constant_a070,0.0145315886520476,0.1254883632622521,0,0,0.1054479365079365,0.0110846428571428,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,27,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a050,-0.0780975099337748,0.1254883632622521,1,1,0.1352497142857142,0.0076884285714285,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,27,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,constant_a019,12.000000000000004,0.1,0,0,0.1759947619047619,0.0217300714285714,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,27,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.15,0.3333333333333333,0.5166666666666667,0.1,True,ACCEPT decisions
Support only,ACCEPT,momentum_12,112.00000000000072,0.1,0,1,0.1731354444444444,0.012575119047619,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,27,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.15,0.85,0.0,0.1,True,ACCEPT decisions
LCB only,ACCEPT,constant_a070,0.0145315886520476,0.1,0,1,0.1054479365079365,0.0110846428571428,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,27,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a050,-0.0780975099337748,0.1,1,1,0.1352497142857142,0.0076884285714285,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,27,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ACCEPT,risk_adjusted_12,0.16498233560497663,0.1254883632622521,0,0,0.1097871269841269,0.0116177777777777,monthly_size_bm_100,monthly size--B/M,low_overlap_concentration,7,block,bootstrap,baseline_linked,paper_natural,0.25,,0.14166666666666666,0.6666666666666666,0.19166666666666668,0.10833333333333334,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,125.9999999999998,0.1254883632622521,0,1,0.1731354444444444,0.012575119047619,monthly_size_bm_100,monthly size--B/M,low_overlap_concentration,7,block,bootstrap,baseline_linked,paper_natural,0.25,,0.14166666666666666,0.8583333333333333,0.0,0.10833333333333334,False,ACCEPT decisions
LCB only,ACCEPT,ridge_return_train_only,0.0801127220302824,0.1254883632622521,0,1,0.1680088571428571,0.0001358412698412,monthly_size_bm_100,monthly size--B/M,low_overlap_concentration,7,block,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a070,0.022349,0.1254883632622521,0,0,0.1054479365079365,0.0110846428571428,monthly_size_bm_100,monthly size--B/M,low_overlap_concentration,7,block,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,constant_a019,16.000000000000007,0.1,0,0,0.1759947619047619,0.0217300714285714,monthly_size_bm_100,monthly size--B/M,low_overlap_concentration,7,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.14166666666666666,0.7333333333333333,0.125,0.10833333333333334,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,125.9999999999998,0.1,0,1,0.1731354444444444,0.012575119047619,monthly_size_bm_100,monthly size--B/M,low_overlap_concentration,7,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.14166666666666666,0.8583333333333333,0.0,0.10833333333333334,False,ACCEPT decisions
LCB only,ACCEPT,ridge_return_train_only,0.0801127220302824,0.1,0,1,0.1680088571428571,0.0001358412698412,monthly_size_bm_100,monthly size--B/M,low_overlap_concentration,7,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a070,0.022349,0.1,1,1,0.1054479365079365,0.0110846428571428,monthly_size_bm_100,monthly size--B/M,low_overlap_concentration,7,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,constant_a019,16.000000000000007,0.1254883632622521,0,0,0.1759947619047619,0.0217300714285714,monthly_size_bm_100,monthly size--B/M,low_overlap_concentration,7,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.14166666666666666,0.21666666666666667,0.6416666666666667,0.10833333333333334,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,125.9999999999998,0.1254883632622521,0,1,0.1731354444444444,0.012575119047619,monthly_size_bm_100,monthly size--B/M,low_overlap_concentration,7,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.14166666666666666,0.8583333333333333,0.0,0.10833333333333334,False,ACCEPT decisions
LCB only,ACCEPT,ridge_return_train_only,0.0801127220302824,0.1254883632622521,0,1,0.1680088571428571,0.0001358412698412,monthly_size_bm_100,monthly size--B/M,low_overlap_concentration,7,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a070,-0.1264065555555555,0.1254883632622521,0,0,0.1054479365079365,0.0110846428571428,monthly_size_bm_100,monthly size--B/M,low_overlap_concentration,7,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,constant_a019,16.000000000000007,0.1,0,0,0.1759947619047619,0.0217300714285714,monthly_size_bm_100,monthly size--B/M,low_overlap_concentration,7,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.14166666666666666,0.35833333333333334,0.5,0.10833333333333334,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,125.9999999999998,0.1,0,1,0.1731354444444444,0.012575119047619,monthly_size_bm_100,monthly size--B/M,low_overlap_concentration,7,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.14166666666666666,0.8583333333333333,0.0,0.10833333333333334,False,ACCEPT decisions
LCB only,ACCEPT,ridge_return_train_only,0.0801127220302824,0.1,0,1,0.1680088571428571,0.0001358412698412,monthly_size_bm_100,monthly size--B/M,low_overlap_concentration,7,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a070,-0.1264065555555555,0.1,0,1,0.1054479365079365,0.0110846428571428,monthly_size_bm_100,monthly size--B/M,low_overlap_concentration,7,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ACCEPT,risk_adjusted_12,0.16498233560497663,0.1254883632622521,0,0,0.1097871269841269,0.0116177777777777,monthly_size_bm_100,monthly size--B/M,low_overlap_concentration,7,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.14166666666666666,0.6666666666666666,0.19166666666666668,0.10833333333333334,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,125.9999999999998,0.1254883632622521,0,1,0.1731354444444444,0.012575119047619,monthly_size_bm_100,monthly size--B/M,low_overlap_concentration,7,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.14166666666666666,0.8583333333333333,0.0,0.10833333333333334,False,ACCEPT decisions
LCB only,ACCEPT,ridge_return_train_only,0.0853225884399615,0.1254883632622521,0,1,0.1680088571428571,0.0001358412698412,monthly_size_bm_100,monthly size--B/M,low_overlap_concentration,7,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a070,0.022349,0.1254883632622521,0,0,0.1054479365079365,0.0110846428571428,monthly_size_bm_100,monthly size--B/M,low_overlap_concentration,7,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,constant_a019,16.000000000000007,0.1,0,0,0.1759947619047619,0.0217300714285714,monthly_size_bm_100,monthly size--B/M,low_overlap_concentration,7,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.14166666666666666,0.7333333333333333,0.125,0.10833333333333334,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,125.9999999999998,0.1,0,1,0.1731354444444444,0.012575119047619,monthly_size_bm_100,monthly size--B/M,low_overlap_concentration,7,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.14166666666666666,0.8583333333333333,0.0,0.10833333333333334,False,ACCEPT decisions
LCB only,ACCEPT,ridge_return_train_only,0.0853225884399615,0.1,0,1,0.1680088571428571,0.0001358412698412,monthly_size_bm_100,monthly size--B/M,low_overlap_concentration,7,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a070,0.022349,0.1,1,1,0.1054479365079365,0.0110846428571428,monthly_size_bm_100,monthly size--B/M,low_overlap_concentration,7,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,constant_a019,16.000000000000007,0.1254883632622521,0,0,0.1759947619047619,0.0217300714285714,monthly_size_bm_100,monthly size--B/M,low_overlap_concentration,7,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.14166666666666666,0.21666666666666667,0.6416666666666667,0.10833333333333334,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,125.9999999999998,0.1254883632622521,0,1,0.1731354444444444,0.012575119047619,monthly_size_bm_100,monthly size--B/M,low_overlap_concentration,7,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.14166666666666666,0.8583333333333333,0.0,0.10833333333333334,False,ACCEPT decisions
LCB only,ACCEPT,ridge_return_train_only,0.0853225884399615,0.1254883632622521,0,1,0.1680088571428571,0.0001358412698412,monthly_size_bm_100,monthly size--B/M,low_overlap_concentration,7,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a070,-0.1269435925925926,0.1254883632622521,0,0,0.1054479365079365,0.0110846428571428,monthly_size_bm_100,monthly size--B/M,low_overlap_concentration,7,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,constant_a019,16.000000000000007,0.1,0,0,0.1759947619047619,0.0217300714285714,monthly_size_bm_100,monthly size--B/M,low_overlap_concentration,7,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.14166666666666666,0.3416666666666667,0.5166666666666667,0.10833333333333334,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,125.9999999999998,0.1,0,1,0.1731354444444444,0.012575119047619,monthly_size_bm_100,monthly size--B/M,low_overlap_concentration,7,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.14166666666666666,0.8583333333333333,0.0,0.10833333333333334,False,ACCEPT decisions
LCB only,ACCEPT,ridge_return_train_only,0.0853225884399615,0.1,0,1,0.1680088571428571,0.0001358412698412,monthly_size_bm_100,monthly size--B/M,low_overlap_concentration,7,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a070,-0.1269435925925926,0.1,0,1,0.1054479365079365,0.0110846428571428,monthly_size_bm_100,monthly size--B/M,low_overlap_concentration,7,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ACCEPT,risk_adjusted_12,0.16498233560497663,0.1254883632622521,0,0,0.1097871269841269,0.0116177777777777,monthly_size_bm_100,monthly size--B/M,low_overlap_concentration,17,block,bootstrap,baseline_linked,paper_natural,0.25,,0.11666666666666667,0.7083333333333334,0.175,0.13333333333333333,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,124.99999999999976,0.1254883632622521,0,1,0.1731354444444444,0.012575119047619,monthly_size_bm_100,monthly size--B/M,low_overlap_concentration,17,block,bootstrap,baseline_linked,paper_natural,0.25,,0.11666666666666667,0.8833333333333333,0.0,0.13333333333333333,False,ACCEPT decisions
